Brands,Products,Categories,Prices,Ratings,Reviews,Loves,URL
KOSAS,Mixed Metals Trio 10-Second Eyeshadow Set,Makeup,58,4,2,602,https://www.sephora.com/product/mixed-metals-trio-10-second-eyeshadow-set-P451918?icid2=products%20grid:p451918
L'Occitane,Hand Creams,Bath & Body,12,4.5,1000,60700,https://www.sephora.com/product/hand-creams-P307907?icid2=products%20grid:p307907
L'Occitane,Holiday Kit to Share,Skincare,34,5,1,4073,https://www.sephora.com/product/holiday-kit-to-share-P450988?icid2=products%20grid:p450988
L'Occitane,Holiday Almond Home & Away Set,Skincare,52,5,1,3860,https://www.sephora.com/product/holiday-almond-home-away-set-P450985?icid2=products%20grid:p450985
L'Occitane,Cleansing And Softening Shower Oil With Almond Oil,Bath & Body,25,4.5,1000,49170,https://www.sephora.com/product/cleansing-softening-shower-oil-with-almond-oil-P107319?icid2=products%20grid:p107319
L'Occitane,Holiday Almond Ornament,Skincare,14,4.5,2,3167,https://www.sephora.com/product/holiday-almond-ornament-P450990?icid2=products%20grid:p450990
L'Occitane,Holiday Nourishing Shea Butter Set,Skincare,35,5,1,1062,https://www.sephora.com/product/holiday-nourishing-shea-butter-set-P451280?icid2=products%20grid:p451280
L'Occitane,Hand Cream Minis,Mini Size,12,4.5,118,19358,https://www.sephora.com/product/hand-creams-mini-P425327?icid2=products%20grid:p425327
L'Occitane,Shea Hugs & Kisses,Skincare,20,NA,0,1987,https://www.sephora.com/product/shea-hugs-kisses-P450986?icid2=products%20grid:p450986
L'Occitane,Shea Butter Ornament,Skincare,14,3,2,2418,https://www.sephora.com/product/shea-butter-ornament-P450989?icid2=products%20grid:p450989
L'Occitane,Shea Butter Ultra Rich Body Cream,Bath & Body,44,4.5,379,14663,https://www.sephora.com/product/shea-butter-ultra-rich-body-cream-P238001?icid2=products%20grid:p238001
L'Occitane,Almond Smoothing and Beautifying Supple Skin Oil,Bath & Body,50,4.5,838,27831,https://www.sephora.com/product/almond-smoothing-and-beautifying-supple-skin-oil-P162554?icid2=products%20grid:p162554
L'Occitane,Almond Smoothing and Beautifying Milk Concentrate,Bath & Body,54,4.5,592,20725,https://www.sephora.com/product/almond-smoothing-and-beautifying-milk-concentrate-P66703?icid2=products%20grid:p66703
La Mer,Crêëme de la Mer,Skincare,180,4,585,71094,https://www.sephora.com/product/creme-de-la-mer-moisturizing-cream-P416341?icid2=products%20grid:p416341
La Mer,The Moisturizing Soft Cream,Skincare,180,4,209,26000,https://www.sephora.com/product/the-moisturizing-soft-cream-P416342?icid2=products%20grid:p416342
La Mer,The Eye Concentrate,Skincare,225,3.5,131,19572,https://www.sephora.com/product/the-eye-concentrate-P416343?icid2=products%20grid:p416343
La Mer,The Concentrate,Skincare,370,4,82,19709,https://www.sephora.com/product/the-concentrate-P417108?icid2=products%20grid:p417108
La Mer,The Treatment Lotion,Skincare,155,4.5,98,22585,https://www.sephora.com/product/the-treatment-lotion-P416345?icid2=products%20grid:p416345
La Mer,The Treatment Lotion Mini,Skincare,110,4,3,2012,https://www.sephora.com/product/the-treatment-lotion-mini-P428638?icid2=products%20grid:p428638
La Mer,Crêëme de la Mer Mini,Skincare,90,4,31,2906,https://www.sephora.com/product/creme-de-la-mer-mini-P426501?icid2=products%20grid:p426501
La Mer,The Regenerating Serum,Skincare,365,5,5,1347,https://www.sephora.com/product/the-regenerating-serum-P450290?icid2=products%20grid:p450290
La Mer,The Lip Balm,Skincare,65,4,123,16598,https://www.sephora.com/product/the-lip-balm-P417242?icid2=products%20grid:p417242
La Mer,The Soft Fluid Long Wear Foundation SPF 20,Makeup,120,4,283,31162,https://www.sephora.com/product/the-soft-fluid-long-wear-foundation-spf-20-P423742?icid2=products%20grid:p423742
La Mer,The Concentrate Mini,Skincare,190,4.5,10,4876,https://www.sephora.com/product/the-concentrate-mini-P428635?icid2=products%20grid:p428635
La Mer,The Renewal Oil,Skincare,245,4,49,10037,https://www.sephora.com/product/the-renewal-oil-P417241?icid2=products%20grid:p417241
Lab Series For Men,Multi-Action Face Wash,Men,26,4.5,52,1618,https://www.sephora.com/product/multi-action-face-wash-P124914?icid2=products%20grid:p124914
Lab Series For Men,Age Rescue Eye Therapy,Men,43,4.5,17,823,https://www.sephora.com/product/age-rescue-eye-therapy-P124925?icid2=products%20grid:p124925
Lab Series For Men,All-In-One Face Treatment,Men,32,4.5,3,505,https://www.sephora.com/product/all-in-one-face-treatment-P414084?icid2=products%20grid:p414084
Lab Series For Men,Cooling Shave Cream,Men,28,4.5,2,116,https://www.sephora.com/product/cooling-shave-cream-P430331?icid2=products%20grid:p430331
Lab Series For Men,Age Rescue Water-Charged Gel Cream,Men,52,NA,0,207,https://www.sephora.com/product/age-rescue-water-charged-gel-cream-P414646?icid2=products%20grid:p414646
Lab Series For Men,Invigorating Face Scrub,Men,33,5,22,559,https://www.sephora.com/product/invigorating-face-scrub-P124912?icid2=products%20grid:p124912
Lab Series For Men,Future Rescue Repair Serum,Men,65,5,2,331,https://www.sephora.com/product/future-rescue-repair-serum-P430330?icid2=products%20grid:p430330
Lab Series For Men,Day Rescue Defense Lotion SPF 35,Skincare,34,NA,0,203,https://www.sephora.com/product/day-rescue-defense-lotion-spf-35-P433149?icid2=products%20grid:p433149
Lab Series For Men,Oil Control Daily Moisturizer,Men,36,NA,0,140,https://www.sephora.com/product/oil-control-daily-moisturizer-P440288?icid2=products%20grid:p440288
Lab Series For Men,Oil Control Clay Cleanser + Mask,Men,26,NA,0,108,https://www.sephora.com/product/oil-control-clay-cleanser-mask-P440287?icid2=products%20grid:p440287
Lab Series For Men,The Grooming Oil 3-In-1 Shave & Beard Oil,Men,35,4,1,58,https://www.sephora.com/product/the-grooming-oil-3-in-1-shave-beard-oil-P440286?icid2=products%20grid:p440286
Lab Series For Men,Age Rescue Face Lotion,Men,55,5,9,924,https://www.sephora.com/product/age-rescue-face-lotion-P124926?icid2=products%20grid:p124926
Lancer,The Method: Polish,Skincare,75,4.5,502,13120,https://www.sephora.com/product/the-method-polish-P399737?icid2=products%20grid:p399737
Lancer,The Method: Nourish,Skincare,125,4.5,174,3349,https://www.sephora.com/product/the-method-nourish-P399743?icid2=products%20grid:p399743
Lancer,The Method: Polish & Glow,Skincare,89,4.5,38,3878,https://www.sephora.com/product/the-method-polish-glow-P403816?icid2=products%20grid:p403816
Lancer,Eye Contour Lifting Cream with Diamond Powder,Skincare,95,4.5,177,5814,https://www.sephora.com/product/eye-contour-lifting-cream-diamond-powder-P399748?icid2=products%20grid:p399748
Lancer,Skincare Heroes,Skincare,75,4.5,4,798,https://www.sephora.com/product/skincare-heroes-P449172?icid2=products%20grid:p449172
Lancer,Advanced Retinol Treatment,Skincare,95,4.5,410,2393,https://www.sephora.com/product/advanced-retinol-treatment-P433970?icid2=products%20grid:p433970
Lancer,Caviar Lime Acid Peel,Skincare,90,4.5,345,4370,https://www.sephora.com/product/caviar-lime-acid-peel-P421741?icid2=products%20grid:p421741
Lancer,Lash Serum Intense,Makeup,150,4,77,5350,https://www.sephora.com/product/lash-serum-intense-P414108?icid2=products%20grid:p414108
Lancer,Omega Hydrating Oil,Skincare,75,4.5,324,3008,https://www.sephora.com/product/omega-hydrating-oil-P429666?icid2=products%20grid:p429666
Lancer,The Method: Cleanse,Skincare,55,4.5,175,2439,https://www.sephora.com/product/the-method-cleanse-P399740?icid2=products%20grid:p399740
Lancer,The Method: Polish Blemish Control,Skincare,75,4.5,29,5630,https://www.sephora.com/product/the-method-polish-blemish-control-P399739?icid2=products%20grid:p399739
Lancer,The Lancer Method_Ê¢ Anti-Aging Regimen,Skincare,135,4.5,75,3086,https://www.sephora.com/product/the-lancer-method-anti-aging-regimen-P414109?icid2=products%20grid:p414109
Lancêäme,Teint Idole Ultra Long Wear Foundation,Makeup,47,4.5,4000,194623,https://www.sephora.com/product/teint-idole-ultra-24h-long-wear-foundation-P308201?icid2=products%20grid:p308201
Lancêäme,Advanced Gê©nifique Youth Activating Serum Duo,Skincare,178,5,2,1962,https://www.sephora.com/product/advanced-genifique-youth-activating-serum-duo-P451738?icid2=products%20grid:p451738
Lancêäme,Advanced Gê©nifique Youth Activating Serum,Skincare,105,4.5,1000,50417,https://www.sephora.com/product/advanced-genifique-youth-activating-serum-P379510?icid2=products%20grid:p379510
Lancêäme,L_ã_Absolu Rouge Ruby,Makeup,32,4.5,156,8371,https://www.sephora.com/product/la-absolu-rouge-ruby-cream-lipstick-P449109?icid2=products%20grid:p449109
Lancêäme,Bi-Facil Double-Action Eye Makeup Remover,Makeup,30,4.5,3000,51650,https://www.sephora.com/product/bi-facil-double-action-eye-makeup-remover-P54477?icid2=products%20grid:p54477
Lancêäme,Tonique Confort Re-Hydrating Comforting Toner with Acacia Honey,Skincare,30,4.5,1000,37058,https://www.sephora.com/product/tonique-confort-comforting-rehydrating-toner-P54509?icid2=products%20grid:p54509
Lancêäme,CILS BOOSTER XL Super-Enhancing Mascara Base,Makeup,26,4.5,4000,63964,https://www.sephora.com/product/cils-booster-xl-super-enhancing-mascara-base-P128706?icid2=products%20grid:p128706
Lancêäme,Monsieur Big Mascara,Makeup,25,4,2000,39342,https://www.sephora.com/product/monsieur-big-mascara-P419848?icid2=products%20grid:p419848
Lancêäme,Dê_FINICILS - High Definition Mascara,Makeup,27.5,4.5,3000,45426,https://www.sephora.com/product/definicils-high-definition-mascara-P54450?icid2=products%20grid:p54450
Lancêäme,DUAL FINISH _ã_ Multi-tasking Longwear Powder Foundation,Makeup,40,4.5,1000,33740,https://www.sephora.com/product/dual-finish-multi-tasking-longwear-powder-foundation-P54419?icid2=products%20grid:p54419
Lancêäme,Advanced Gê©nifique Yeux Light-Pearl_Ê¢ Eye Illuminator Youth Activating Concentrate ,Skincare,69,4,964,12735,https://www.sephora.com/product/advanced-genifique-yeux-light-pearl-eye-illuminator-youth-activating-concentrate-P375841?icid2=products%20grid:p375841
Lancêäme,Advanced Gê©nifique Eye Cream,Skincare,67,4,269,13032,https://www.sephora.com/product/genifique-eye-youth-activating-eye-concentrate-P247905?icid2=products%20grid:p247905
LANEIGE,Lip Sleeping Mask,Makeup,20,4.5,7000,273038,https://www.sephora.com/product/lip-sleeping-mask-P420652?icid2=products%20grid:p420652
LANEIGE,Kiss Me at Midnight,Skincare,28,4.5,72,37450,https://www.sephora.com/product/kiss-me-at-midnight-P449871?icid2=products%20grid:p449871
LANEIGE,Kiss Me All Day,Skincare,35,4.5,30,19466,https://www.sephora.com/product/kiss-me-all-day-P449870?icid2=products%20grid:p449870
LANEIGE,Kiss Me Day And Night,Skincare,18,4.5,46,39215,https://www.sephora.com/product/kiss-me-day-night-P450232?icid2=products%20grid:p450232
LANEIGE,Hydration Dream Team,Skincare,39,4.5,19,16306,https://www.sephora.com/product/hydration-dream-team-P447611?icid2=products%20grid:p447611
LANEIGE,Water Sleeping Mask,Skincare,25,4.5,2000,121648,https://www.sephora.com/product/water-sleeping-mask-P420651?icid2=products%20grid:p420651
LANEIGE,Lip Sleeping Mask Limited Edition,Makeup,20,4.5,50,18004,https://www.sephora.com/product/lip-sleeping-mask-limited-edition-P451004?icid2=products%20grid:p451004
LANEIGE,Water Bank Moisture Cream,Skincare,38,4.5,253,8448,https://www.sephora.com/product/water-bank-moisture-cream-P448186?icid2=products%20grid:p448186
LANEIGE,Lip Glowy Balm,Skincare,15,4.5,1000,124484,https://www.sephora.com/product/glowy-lip-balm-P443563?icid2=products%20grid:p443563
LANEIGE,Eye Sleeping Mask,Skincare,34,4,234,39295,https://www.sephora.com/product/eye-sleeping-mask-P429237?icid2=products%20grid:p429237
LANEIGE,Water Bank Hydro Essence,Skincare,39,4.5,384,4872,https://www.sephora.com/product/water-bank-hydro-essence-P448187?icid2=products%20grid:p448187
LANEIGE,Cream Skin Toner & Moisturizer,Skincare,33,4.5,969,16631,https://www.sephora.com/product/cream-skin-toner-moisturizer-P446930?icid2=products%20grid:p446930
LASHFOOD,Phyto-Medic Eyelash Enhancer,Makeup,78,4,707,25998,https://www.sephora.com/product/phyto-medic-eyelash-enhancer-P384467?icid2=products%20grid:p384467
LASHFOOD,BROWFOOD Phyto-Medic Eyebrow Enhancer,Makeup,88,4,99,10551,https://www.sephora.com/product/browfood-phyto-medic-eyebrow-enhancer-P384465?icid2=products%20grid:p384465
LASHFOOD,Conditioning Collagen Lash Primer,Makeup,20,4,133,12968,https://www.sephora.com/product/conditioning-collagen-lash-primer-P406735?icid2=products%20grid:p406735
LASHFOOD,Nourish & Nurture Duo,Skincare,49,3,4,869,https://www.sephora.com/product/nourish-nature-duo-P449880?icid2=products%20grid:p449880
LASHFOOD,Prime & Perfect,Skincare,25,5,2,835,https://www.sephora.com/product/prime-perfect-P449879?icid2=products%20grid:p449879
LASHFOOD,Chamomile Makeup Eraser Pen,Makeup,18,4.5,26,4251,https://www.sephora.com/product/chamomile-makeup-eraser-pen-P439415?icid2=products%20grid:p439415
Laura Mercier,Translucent Loose Setting Powder,Makeup,39,4.5,8000,631670,https://www.sephora.com/product/translucent-loose-setting-powder-P109908?icid2=products%20grid:p109908
Laura Mercier,Tinted Moisturizer Natural Skin Perfector Broad Spectrum SPF 30,Makeup,47,4,847,141712,https://www.sephora.com/product/tinted-moisturizer-broad-spectrum-P109936?icid2=products%20grid:p109936
Laura Mercier,Caviar Stick Eye Shadow,Makeup,29,4.5,3000,147947,https://www.sephora.com/product/caviar-stick-eye-colour-P293605?icid2=products%20grid:p293605
Laura Mercier,Tinted Moisturizer Broad Spectrum SPF 20 - Oil Free,Makeup,46,4.5,5000,91325,https://www.sephora.com/product/tinted-moisturizer-broad-spectrum-oil-free-P140906?icid2=products%20grid:p140906
Laura Mercier,Smooth Finish Foundation Powder,Makeup,48,4.5,681,29686,https://www.sephora.com/product/smooth-finish-foundation-powder-P381714?icid2=products%20grid:p381714
Laura Mercier,Translucent Loose Setting Powder Mini,Mini Size,23,4.5,6000,138864,https://www.sephora.com/product/translucent-loose-setting-powder-mini-P422083?icid2=products%20grid:p422083
Laura Mercier,Flawless Lumiêëre Radiance-Perfecting Foundation,Makeup,48,4.5,1000,38780,https://www.sephora.com/product/flawless-lumiere-radiance-perfecting-foundation-P440268?icid2=products%20grid:p440268
Laura Mercier,Flawless Fusion Ultra Longwear Concealer,Makeup,29,4.5,1000,56590,https://www.sephora.com/product/flawless-fusion-ultra-longwear-concealer-P429050?icid2=products%20grid:p429050
Laura Mercier,Foundation Primer - Hydrating,Makeup,38,4.5,818,41913,https://www.sephora.com/product/foundation-primer-hydrating-P151915?icid2=products%20grid:p151915
Laura Mercier,Make it Matte Setting Powder + Puff Set,Makeup,45,4.5,6,2751,https://www.sephora.com/product/make-it-matte-setting-powder-puff-set-translucent-P450877?icid2=products%20grid:p450877
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,Makeup,48,4,1000,70089,https://www.sephora.com/product/flawless-fusion-ultra-longwear-foundation-P421280?icid2=products%20grid:p421280
Laura Mercier,Tinted Moisturizer Illuminating Natural Skin Perfector Broad Spectrum SPF 30,Makeup,47,4,357,36233,https://www.sephora.com/product/tinted-moisturizer-spf-20-illuminating-P214216?icid2=products%20grid:p214216
LAVANILA,Vanilla Bean Creamy Body Oil,Bath & Body,39,3,15,2594,https://www.sephora.com/product/vanilla-bean-creamy-body-oil-P401477?icid2=products%20grid:p401477
LAVANILA,Vanilla Bean Creamy Body Scrub,Bath & Body,40,4,9,3061,https://www.sephora.com/product/vanilla-bean-creamy-body-scrub-P401805?icid2=products%20grid:p401805
LAVANILA,The Healthy Body Butter - Super Sensitive Fragrance Free,Bath & Body,19,3,8,550,https://www.sephora.com/product/the-healthy-body-butter-super-sensitive-fragrance-free-P394133?icid2=products%20grid:p394133
LAWLESS,Summer Skin Velvet Matte Bronzer,Makeup,38,5,14,3427,https://www.sephora.com/product/summer-skin-velvet-matte-bronzer-P449098?icid2=products%20grid:p449098
LAWLESS,The Little One Eyeshadow Palette,Makeup,25,4,22,6157,https://www.sephora.com/product/the-little-one-eyeshadow-palette-P450514?icid2=products%20grid:p450514
LAWLESS,Woke Up Like This Flawless Finish Foundation,Makeup,46,3.5,201,16559,https://www.sephora.com/product/woke-up-like-this-flawless-finish-foundation-P432234?icid2=products%20grid:p432234
LAWLESS,Lip Shine Lip Gloss,Makeup,25,4,5,1964,https://www.sephora.com/product/lip-shine-lip-gloss-P448879?icid2=products%20grid:p448879
LAWLESS,Seal The Deal Loose Setting Powder,Makeup,36,3.5,79,8003,https://www.sephora.com/product/seal-the-deal-loose-setting-powder-P435713?icid2=products%20grid:p435713
LAWLESS,The One Eyeshadow Palette,Makeup,64,4,44,11046,https://www.sephora.com/product/the-one-eyeshadow-palette-P439204?icid2=products%20grid:p439204
LAWLESS,Soft Matte Liquid Lipstick,Makeup,25,3.5,112,18544,https://www.sephora.com/product/soft-matte-liquid-lipstick-P429281?icid2=products%20grid:p429281
LAWLESS,Lucid Skin Highlighter,Makeup,38,4.5,25,3588,https://www.sephora.com/product/lucid-skin-highlighter-P446035?icid2=products%20grid:p446035
LAWLESS,Seal The Deal Loose Setting Powder Mini,Mini Size,23,4,9,2542,https://www.sephora.com/product/seal-deal-loose-setting-powder-mini-P448148?icid2=products%20grid:p448148
LightStim ,LightstimÔÎ for Wrinkles,Skincare,249,4,5,3764,https://www.sephora.com/product/lightstim-for-wrinkles-P429669?icid2=products%20grid:p429669
LightStim ,LightstimÔÎ for Acne,Skincare,169,4.5,11,4075,https://www.sephora.com/product/lightstim-for-acne-P429668?icid2=products%20grid:p429668
lilah b.,Aglow_Ê¢ Face Mist Set,Makeup,48,4.5,9,4857,https://www.sephora.com/product/aglow-face-mist-set-P437648?icid2=products%20grid:p437648
lilah b.,Divine Duo_Ê¢ Lip & Cheek,Makeup,46,4.5,40,10610,https://www.sephora.com/product/divine-duo-lip-cheek-P421444?icid2=products%20grid:p421444
lilah b.,Glisten & Glow Skin Illuminator,Makeup,60,4.5,32,4387,https://www.sephora.com/product/glisten-glow-P427722?icid2=products%20grid:p427722
lilah b.,Virtuous Veil_Ê¢ Concealer & Eye Primer,Makeup,44,4,44,4530,https://www.sephora.com/product/virtuous-veil-concealer-eye-primer-P421448?icid2=products%20grid:p421448
lilah b.,Luxe Lip Oil Mini Duo,Makeup,22,4,11,4504,https://www.sephora.com/product/luxe-lip-mini-lip-oil-duo-P450886?icid2=products%20grid:p450886
lilah b.,Aglow_Ê¢ Face Mist,Makeup,48,4,62,13632,https://www.sephora.com/product/aglow-face-mist-P421441?icid2=products%20grid:p421441
lilah b.,Lovingly Lip_Ê¢ Tinted Lip Oil,Makeup,30,4,39,7194,https://www.sephora.com/product/lovingly-lip-tinted-lip-oil-P444317?icid2=products%20grid:p444317
lilah b.,Bronzed Beauty_Ê¢ Bronzer Duo,Makeup,42,4,43,4762,https://www.sephora.com/product/bronzed-beauty-bronzer-duo-P421443?icid2=products%20grid:p421443
lilah b.,Palette Perfection_Ê¢ Eye Quad,Makeup,58,4.5,7,4585,https://www.sephora.com/product/palette-perfection-eye-quad-P421446?icid2=products%20grid:p421446
lilah b.,Glisten & Glow Skin Illuminator- Mini,Makeup,32,5,6,0,https://www.sephora.com/product/glisten-glow-skin-illuminator-mini-P451888?icid2=products%20grid:p451888
lilah b.,Marvelous Matte_Ê¢ Crêëme Foundation,Makeup,54,4,34,3027,https://www.sephora.com/product/marvelous-matte-creme-foundation-P434534?icid2=products%20grid:p434534
lilah b.,Flawless Finish Foundation,Makeup,48,4,33,5204,https://www.sephora.com/product/flawless-finish-foundation-P421445?icid2=products%20grid:p421445
Lilly Lashes,Lilly Lashes 3D Mink,Makeup,30,4,133,19793,https://www.sephora.com/product/lilly-lash-3d-mink-P439211?icid2=products%20grid:p439211
Lilly Lashes,Lilly Lashes 3D Mink Miami & Mini Lash Adhesive Ornament,Makeup,25,5,1,2412,https://www.sephora.com/product/lilly-lashes-3d-mink-miami-mini-lash-adhesive-ornament-P450128?icid2=products%20grid:p450128
Lilly Lashes,Lilly Lashes Lite Mink,Makeup,20,4.5,66,14330,https://www.sephora.com/product/lilly-lash-lite-mink-P439212?icid2=products%20grid:p439212
Lilly Lashes,Lilly Lashes Living My Best Life Collection,Makeup,30,4.5,9,5332,https://www.sephora.com/product/lilly-lashes-living-my-best-life-collection-P448495?icid2=products%20grid:p448495
Lilly Lashes,Lilly Lashes Triple X Mascara,Makeup,24,4,51,2740,https://www.sephora.com/product/lilly-lashes-xxx-mascara-P450129?icid2=products%20grid:p450129
Lilly Lashes,Lilly Lashes Brush On Lash Adhesive,Makeup,13,5,1,761,https://www.sephora.com/product/lilly-lashes-brush-on-lash-adhesive-P451195?icid2=products%20grid:p451195
Living Proof,Go Beyond - Clean Perfect Hair DayÔÎ Dry Shampoo Duo,Hair,24,5,2,4081,https://www.sephora.com/product/go-beyond-clean-perfect-hair-day-reg-dry-shampoo-duo-P449762?icid2=products%20grid:p449762
Living Proof,Perfect Hair Day Dry Shampoo,Hair,24,4.5,3000,79177,https://www.sephora.com/product/perfect-hair-day-dry-shampoo-P399330?icid2=products%20grid:p399330
Living Proof,Perfect Hair Day Shampoo,Hair,27,4,922,32155,https://www.sephora.com/product/perfect-hair-day-shampoo-P384533?icid2=products%20grid:p384533
Living Proof,Restore Jumbo Set,Hair,99,5,4,2883,https://www.sephora.com/product/restore-jumbo-set-P447581?icid2=products%20grid:p447581
Living Proof,Perfect Hair Day Conditioner,Hair,27,4,453,22367,https://www.sephora.com/product/perfect-hair-day-conditioner-P384534?icid2=products%20grid:p384534
Living Proof,Full Dry Volume Blast_Ê¢,Hair,29,4,117,14774,https://www.sephora.com/product/full-dry-volume-blast-P426010?icid2=products%20grid:p426010
Living Proof,Full Shampoo,Hair,27,4,676,18322,https://www.sephora.com/product/full-shampoo-P270706?icid2=products%20grid:p270706
Living Proof,Restore Dry Scalp Treatment,Hair,32,4.5,118,13666,https://www.sephora.com/product/dry-scalp-treatment-P437657?icid2=products%20grid:p437657
Living Proof,Perfect Hair Day_Ê¢ 5-in-1 Styling Treatment,Hair,28,4,927,34540,https://www.sephora.com/product/perfect-hair-day-5-in-1-styling-treatment-P383223?icid2=products%20grid:p383223
Living Proof,Full Conditioner,Hair,27,4,319,11835,https://www.sephora.com/product/full-conditioner-P270707?icid2=products%20grid:p270707
Living Proof,Flex Hairspray,Hair,26,4,402,13963,https://www.sephora.com/product/flex-shaping-hairspray-P379901?icid2=products%20grid:p379901
Living Proof,No Frizz Conditioner ,Hair,27,4,567,14478,https://www.sephora.com/product/no-frizz-conditioner-P244510?icid2=products%20grid:p244510
Lord Jones,High CBD Formula Body Lotion,Bath & Body,60,4,155,13255,https://www.sephora.com/product/high-cbd-formula-body-lotion-P438374?icid2=products%20grid:p438374
Lord Jones,Royal Oil 1000mg Pure CBD Oil,Skincare,100,4,33,5843,https://www.sephora.com/product/royal-oil-100-mg-cbd-P445464?icid2=products%20grid:p445464
Lord Jones,High CBD Formula Bath Salts,Skincare,65,3.5,5,2286,https://www.sephora.com/product/high-cbd-formula-bath-salts-P448194?icid2=products%20grid:p448194
Lord Jones,High CBD Formula Body Oil 100mg,Bath & Body,65,4,20,4837,https://www.sephora.com/product/high-cbd-formula-body-oil-P441867?icid2=products%20grid:p441867
Lord Jones,Lord Jones High CBD Formula Chill Balm 200mg CBD,Bath & Body,75,3,9,2085,https://www.sephora.com/product/cbd-formula-heavy-duty-chill-balm-P448193?icid2=products%20grid:p448193
Lunar Beauty,Moon Spell Eyeshadow Palette,Makeup,48,4,47,4275,https://www.sephora.com/product/moon-spell-eyeshadow-palette-P451647?icid2=products%20grid:p451647
Lunar Beauty,Strawberry Dream Eyeshadow Palette,Makeup,48,4.5,28,4405,https://www.sephora.com/product/strawberry-dreams-eyeshadow-palette-P447559?icid2=products%20grid:p447559
LXMI,Crêëme du Nil Pore-Refining Moisture Veil,Skincare,58,4,171,4266,https://www.sephora.com/product/creme-du-nil-pore-refining-moisture-veil-P411869?icid2=products%20grid:p411869
LXMI,Pure Nilotica Melt Nourishing Balm-to-Oil,Skincare,24,4.5,122,5076,https://www.sephora.com/product/pure-nilotica-melt-nourishing-balm-to-oil-P411870?icid2=products%20grid:p411870
LXMI,Nilotica Goddess Glow,Makeup,42,4.5,10,1725,https://www.sephora.com/product/nilotica-goddess-glow-P427737?icid2=products%20grid:p427737
Madam C.J. Walker Beauty Culture,On Point Game-Changing Texture Definition Cream,Hair,24,4.5,5,354,https://www.sephora.com/product/on-point-game-changing-texture-definition-cream-P442777?icid2=products%20grid:p442777
Madam C.J. Walker Beauty Culture,Inches Reconstructing Moisture Protein Treatment,Hair,26,4,441,1422,https://www.sephora.com/product/inches-reconstructing-moisture-protein-treatment-P442778?icid2=products%20grid:p442778
Madam C.J. Walker Beauty Culture,The Tea Shine-Blasting ACV Treatment,Hair,26,5,1,488,https://www.sephora.com/product/the-tea-shine-blasting-acv-treatment-P442773?icid2=products%20grid:p442773
Madam C.J. Walker Beauty Culture,Giving Lyfe Texture Refreshing Styling Spray,Hair,24,5,1,225,https://www.sephora.com/product/giving-lyfe-texture-refreshing-styling-spray-P443012?icid2=products%20grid:p443012
Madam C.J. Walker Beauty Culture,10s Across The Board Fan Favorite Trial Kit,Hair,28,2.5,6,506,https://www.sephora.com/product/10s-across-board-fan-favorite-trial-kit-P443015?icid2=products%20grid:p443015
Madam C.J. Walker Beauty Culture,So Extra Drenched Hydration Buttery Conditioner,Hair,22,4,17,2019,https://www.sephora.com/product/so-extra-drenched-hydration-buttery-conditioner-P443014?icid2=products%20grid:p443014
Madam C.J. Walker Beauty Culture,Thirsty Weightless Hydrating Styling Serum,Hair,24,NA,0,244,https://www.sephora.com/product/thirsty-weightless-hydrating-styling-serum-P442774?icid2=products%20grid:p442774
Madam C.J. Walker Beauty Culture,All The Feels Scalp Restoring Scrub Treatment,Hair,26,3.5,2,390,https://www.sephora.com/product/all-feels-scalp-restoring-scrub-treatment-P442780?icid2=products%20grid:p442780
Madam C.J. Walker Beauty Culture,Come Through Weightless Moisture Daily Foam Conditioner,Hair,22,4,1,172,https://www.sephora.com/product/come-through-weightless-moisture-daily-foam-conditioner-P442779?icid2=products%20grid:p442779
Madam C.J. Walker Beauty Culture,Good Vibes Impossibly Soft Balm-to-Oil Mask,Hair,26,2.5,2,231,https://www.sephora.com/product/good-vibes-impossibly-soft-balm-to-oil-masque-P442775?icid2=products%20grid:p442775
Madam C.J. Walker Beauty Culture,Pressed Invincible Protection Styling Shield,Hair,22,NA,0,165,https://www.sephora.com/product/pressed-invincible-protection-styling-shield-P443013?icid2=products%20grid:p443013
Madam C.J. Walker Beauty Culture,On Repeat Weightless Moisture Daily Jelly Shampoo,Hair,20,2.5,3,277,https://www.sephora.com/product/on-repeat-weightless-moisture-daily-jelly-shampoo-P442781?icid2=products%20grid:p442781
MAELYS Cosmetics,B-FLAT Belly Firming Cream,Bath & Body,49,4.5,18,1005,https://www.sephora.com/product/b-flat-belly-firming-cream-P448708?icid2=products%20grid:p448708
MAELYS Cosmetics,B-Tight Lift & Firm Booty Mask,Bath & Body,49,3.5,81,9330,https://www.sephora.com/product/b-tight-lift-firm-booty-mask-P441098?icid2=products%20grid:p441098
MAELYS Cosmetics,B-Gorgeous Body Reshaping Set,Skincare,120,NA,0,263,https://www.sephora.com/product/b-gorgeous-body-reshaping-set-P449837?icid2=products%20grid:p449837
MAELYS Cosmetics,B-PERKY Lift & Firm Breast Mask,Skincare,39,4.5,6,693,https://www.sephora.com/product/b-perky-lift-firm-breast-mask-P448714?icid2=products%20grid:p448714
Maison Louis Marie,No.04 Bois de Balincourt Perfume Oil,Fragrance,57,4.5,71,6343,https://www.sephora.com/product/n0-04-bois-de-balincourt-perfume-oil-P431161?icid2=products%20grid:p431161
